id,hsk_level,hanzi,pinyin,english_translation,detailed_english_translation
4681,6,权力,quánlì,power,"Refers to power or authority."
4682,6,券,quàn,voucher,"Refers to a voucher, ticket, or certificate."
4683,6,缺陷,quēxiàn,defect,"A defect, flaw, or weakness."
4684,6,确立,quèlì,establish,"Means to establish or confirm something firmly."
4685,6,群众,qúnzhòng,the masses,"Refers to the masses or the general public."
4686,6,燃料,ránliào,fuel,"Fuel."
4687,6,染,rǎn,dye,"Means to dye or stain something. It can also mean to catch or spread an illness."
4688,6,热点,rèdiǎn,hot topic,"Refers to a hot topic or point of major interest."
4689,6,热度,rèdù,level of heat,"Refers to heat, fever, or the degree of popularity and attention."
4690,6,热门,rèmén,popular,"Describes something as popular or in demand."
4691,6,热水器,rèshuǐqì,water heater,"A water heater."
4692,6,热线,rèxiàn,hotline,"A hotline."
4693,6,热议,rèyì,heated discussion,"Refers to lively or heated public discussion."
4694,6,人工智能,réngōng zhìnéng,artificial intelligence,"Artificial intelligence."
4695,6,人家,rénjia,others,"Often refers to other people or someone else's side. In conversation, it can also sound softer or more personal than directly saying 'someone.'"
4696,6,人均,rénjūn,per capita,"Per person or per capita."
4697,6,人山人海,rénshān-rénhǎi,huge crowd,"Describes an enormous crowd of people."
4698,6,人士,rénshì,person,"Refers to a person, especially someone connected with a certain field or status."
4699,6,人事,rénshì,personnel,"Usually refers to personnel or human resources."
4700,6,人为,rénwéi,man-made,"Describes something as caused by people rather than by nature."
4701,6,人行道,rénxíngdào,sidewalk,"A sidewalk."
4702,6,忍受,rěnshòu,endure,"Means to endure or put up with something painful or unpleasant."
4703,6,认错,rèncuò,admit a mistake,"Means to admit that you were wrong."
4704,6,认定,rèndìng,determine,"Means to determine, regard as certain, or firmly believe."
4705,6,认可,rènkě,approve,"Means to approve, recognize, or accept."
4706,6,认同,rèntóng,identify with,"Means to identify with, agree with, or accept something as valid."
4707,6,认知,rènzhī,cognition,"Refers to cognition, understanding, or awareness."
4708,6,仍旧,réngjiù,still,"Means still, as before, or remaining unchanged."
4709,6,日后,rìhòu,in the future,"Means later on or in the future."
4710,6,日前,rìqián,a few days ago,"Means a few days ago or recently."
4711,6,日夜,rìyè,day and night,"Means day and night or around the clock."
4712,6,日益,rìyì,increasingly,"Means increasingly or more and more with each passing day."
4713,6,融合,rónghé,integrate,"Means to blend, fuse, or integrate together."
4714,6,融化,rónghuà,melt,"Means to melt, thaw, or dissolve."
4715,6,容量,róngliàng,capacity,"Refers to volume or capacity."
4716,6,融入,róngrù,blend into,"Means to blend into or become integrated with something."
4717,6,荣誉,róngyù,honor,"Refers to honor, glory, or a respected reputation."
4718,6,柔软,róuruǎn,soft,"Describes something as soft or flexible."
4719,6,入境,rùjìng,enter a country,"Means to enter a country."
4720,6,入门,rùmén,introductory,"Describes something as introductory or entry-level. It can also mean to begin learning a subject."
4721,6,入选,rùxuǎn,be selected,"Means to be selected or chosen."
4722,6,弱点,ruòdiǎn,weakness,"A weak point or weakness."
4723,6,撒,sǎ,scatter,"Means to scatter, spread, or let something loose."
4724,6,塞,sāi,stuff,"Means to stuff, fill, or plug something tightly."
4725,6,赛事,sàishì,sporting event,"A competition or sporting event."
4726,6,散,sǎn,scattered,"Describes things as scattered or spread out."
4727,6,散文,sǎnwén,prose,"Prose."
4728,6,散,sàn,break up,"Means to disperse, scatter, or break up."
4729,6,散发,sànfā,emit,"Means to give off something such as smell, heat, or light. It can also mean to distribute."
4730,6,嗓子,sǎngzi,throat,"Refers to the throat or voice."
4731,6,丧失,sàngshī,lose,"Means to lose or forfeit something."
4732,6,扫描,sǎomiáo,scan,"Means to scan."
4733,6,杀,shā,kill,"Means to kill or murder."
4734,6,刹车,shāchē,brake,"Means to brake or slow a vehicle. It can also refer to a brake as a noun."
4735,6,鲨鱼,shāyú,shark,"A shark."
4736,6,筛选,shāixuǎn,screen,"Means to screen, filter, or sort through."
4737,6,山顶,shāndǐng,mountaintop,"The top of a mountain."
4738,6,山峰,shānfēng,peak,"A mountain peak."
4739,6,山坡,shānpō,hillside,"A hillside or slope."
4740,6,闪,shǎn,flash,"Can mean to flash, dodge, or move aside suddenly."
4741,6,闪电,shǎndiàn,lightning,"Lightning."
4742,6,扇,shàn,measure word for doors and windows,"A measure word used for things like doors, windows, or fans."
4743,6,商标,shāngbiāo,trademark,"A trademark or brand mark."
4744,6,伤口,shāngkǒu,wound,"A wound or cut."
4745,6,伤亡,shāngwáng,casualties,"Refers to injuries and deaths in an accident or conflict."
4746,6,伤员,shāngyuán,injured person,"A wounded or injured person."
4747,6,上当,shàngdàng,be fooled,"Means to be tricked or taken in."
4748,6,上级,shàngjí,superior,"Refers to a superior person or higher-level authority."
4749,6,上进,shàngjìn,strive to improve,"Describes someone as motivated to improve and move forward."
4750,6,上市,shàngshì,go on the market,"Means to appear on the market. It can also mean to be listed on the stock market."
4751,6,上述,shàngshù,above-mentioned,"Means above-mentioned or previously stated."
4752,6,上台,shàngtái,take the stage,"Means to go on stage. In politics, it can also mean to come to power."
4753,6,上旬,shàngxún,first third of the month,"Refers to the first ten days of a month."
4754,6,少儿,shào’ér,children,"Refers to children and young people."
4755,6,舌头,shétou,tongue,"A tongue."
4756,6,社,shè,society,"Can refer to society, an organized group, or an agency."
4757,6,射,shè,shoot,"Means to shoot, launch, or emit."
4758,6,涉及,shèjí,involve,"Means to involve or touch on a topic."
4759,6,射击,shèjī,shooting,"Means shooting or firing a gun."
4760,6,摄像,shèxiàng,film,"Means to film or record video."
4761,6,设想,shèxiǎng,envision,"Means to imagine, envision, or plan in a preliminary way."
4762,6,摄像头,shèxiàngtóu,camera,"A camera, especially a webcam or surveillance camera."
4763,6,身心,shēnxīn,body and mind,"Refers to both physical and mental aspects."
4764,6,深夜,shēnyè,late at night,"Refers to very late at night."
4765,6,神,shén,spirit,"Can mean a god, spirit, or something mysterious and extraordinary."
4766,6,神经,shénjīng,nerve,"Refers to nerves. In informal speech, it can also describe someone as acting strangely."
4767,6,神奇,shénqí,magical,"Describes something as magical, amazing, or miraculous."
4768,6,审美,shěnměi,aesthetics,"Refers to aesthetics or a sense of beauty."
4769,6,升,shēng,rise,"Means to rise or go up. It is also the measure word for liters."
4770,6,生成,shēngchéng,generate,"Means to generate or produce."
4771,6,声调,shēngdiào,tone,"Refers to tone, especially the tone of a Chinese syllable."
4772,6,生命力,shēngmìnglì,vitality,"Refers to vitality or life force."
4773,6,生态,shēngtài,ecology,"Ecology or the ecological state of something."
4774,6,升学,shēngxué,move on to higher education,"Means to continue on to the next level of schooling."
4775,6,剩余,shèngyú,remaining,"Describes what is left over or remaining."
4776,6,诗词,shīcí,poetry,"Refers to poems and poetic verse."
4777,6,湿度,shīdù,humidity,"Humidity."
4778,6,师父,shīfu,master,"A respectful form of address for a skilled worker, teacher, or religious master."
4779,6,诗歌,shīgē,poetry,"Poetry or poems."
4780,6,狮子,shīzi,lion,"A lion."
4781,6,识,shí,know,"Means to know or recognize. In compounds, it often relates to knowledge or awareness."
4782,6,拾,shí,pick up,"Means to pick up or gather."
4783,6,识别,shíbié,identify,"Means to identify or recognize."
4784,6,时光,shíguāng,time,"Refers to time or a period of time."
4785,6,实话,shíhuà,truth,"Means the truth or what is honestly true."
4786,6,实惠,shíhuì,good value,"Describes something as practical, worthwhile, or good value for the money."
4787,6,时机,shíjī,timing,"Refers to the right time or opportunity."
4788,6,时尚,shíshàng,fashion,"Refers to fashion or being fashionable."
4789,6,实时,shíshí,real-time,"Describes something as happening in real time."
4790,6,时速,shísù,speed per hour,"Refers to speed per hour."
4791,6,石油,shíyóu,petroleum,"Petroleum or crude oil."
4792,6,食欲,shíyù,appetite,"Appetite."
4793,6,实质,shízhì,essence,"Refers to the essence or real substance of something."
4794,6,十足,shízú,completely,"Means completely, fully, or one hundred percent."
4795,6,使劲,shǐjìn,use all one's strength,"Means to use all your strength or try very hard."
4796,6,士兵,shìbīng,soldier,"A soldier."
4797,6,适度,shìdù,moderate,"Describes something as moderate or appropriately limited."
4798,6,示范,shìfàn,demonstrate,"Means to demonstrate or serve as a model example."
4799,6,释放,shìfàng,release,"Means to release, set free, or let out."
4800,6,事后,shìhòu,afterward,"Means afterward or after the event."
4801,6,视觉,shìjué,vision,"Refers to sight or visual perception."
4802,6,势力,shìlì,influence,"Refers to power, influence, or a force with influence."
4803,6,视力,shìlì,eyesight,"Eyesight or visual ability."
4804,6,试图,shìtú,try to,"Means to try or attempt to do something."
4805,6,事务,shìwù,affairs,"Refers to affairs, practical matters, or administrative work."
4806,6,事项,shìxiàng,item,"A matter or item to be dealt with."
4807,6,适宜,shìyí,suitable,"Describes something as suitable or appropriate."
4808,6,收藏,shōucáng,collect,"Means to collect and keep something. It can also mean to save or bookmark online."
4809,6,收购,shōugòu,acquire,"Means to buy up or acquire goods or a company."
4810,6,收取,shōuqǔ,collect,"Means to collect or charge a fee or payment."
4811,6,收益,shōuyì,earnings,"Refers to earnings, returns, or profit."
4812,6,手臂,shǒubì,arm,"An arm."
4813,6,手法,shǒufǎ,technique,"Refers to a technique, method, or skillful way of doing something."
4814,6,手势,shǒushì,gesture,"A hand gesture or signal."
4815,6,首要,shǒuyào,primary,"Describes something as primary or most important."
4816,6,寿命,shòumìng,lifespan,"Refers to lifespan or service life."
4817,6,受灾,shòuzāi,be hit by a disaster,"Means to suffer from a natural disaster."
4818,6,输出,shūchū,output,"Refers to output or export. As a verb, it can mean to output or export."
4819,6,书画,shūhuà,painting and calligraphy,"Refers to painting and calligraphy together."
4820,6,书籍,shūjí,books,"Books or written works."
4821,6,书面,shūmiàn,written,"Describes something as written or in writing."
4822,6,输送,shūsòng,transport,"Means to transport, convey, or deliver."
4823,6,书写,shūxiě,write,"Means to write by hand."
4824,6,属,shǔ,belong to,"Can mean to belong to or be part of a category."
4825,6,薯片,shǔpiàn,potato chips,"Potato chips."
4826,6,竖,shù,vertical,"Means vertical or to set upright."
4827,6,树立,shùlì,establish,"Means to establish or set up, especially an image, idea, or example."
4828,6,数目,shùmù,number,"A number or amount."
4829,6,数字化,shùzìhuà,digitize,"Means to digitize or make something digital."
4830,6,衰老,shuāilǎo,age,"Means to grow old or decline with age."
4831,6,率领,shuàilǐng,lead,"Means to lead or command a group."
4832,6,率先,shuàixiān,take the lead,"Means to take the lead or be the first to do something."
4833,6,水稻,shuǐdào,rice plant,"Refers to rice as a crop growing in the field."
4834,6,水库,shuǐkù,reservoir,"A reservoir."
4835,6,水流,shuǐliú,current,"Refers to a flow or current of water."
4836,6,水面,shuǐmiàn,water surface,"The surface of the water."
4837,6,水泥,shuǐní,cement,"Cement."
4838,6,瞬间,shùnjiān,instant,"An instant or very short moment."
4839,6,思路,sīlù,train of thought,"Refers to a line of thinking or way of approaching a problem."
4840,6,思念,sīniàn,miss,"Means to miss someone and think of them with longing."
4841,6,死亡,sǐwáng,death,"Refers to death or dying."
4842,6,松,sōng,loose,"Describes something as loose or relaxed. It can also refer to a pine tree."
4843,6,艘,sōu,measure word for ships,"A measure word used for ships and boats."
4844,6,搜集,sōují,collect,"Means to gather or collect information or materials."
4845,6,塑造,sùzào,shape,"Means to shape, mold, or create an image or character."
4846,6,素质,sùzhì,quality,"Refers to a person's basic qualities, level, or inner character."
4847,6,算了,suànle,forget it,"Used to mean 'forget it' or 'let it go.'"
4848,6,算是,suànshì,count as,"Means to be considered as or to count as something."
4849,6,虽,suī,although,"Means although or though."
4850,6,岁数,suìshu,age,"Age in years."
4851,6,岁月,suìyuè,years,"Refers to the passage of years or time."
4852,6,损坏,sǔnhuài,damage,"Means to damage or break something."
4853,6,损伤,sǔnshāng,injure,"Means to injure, damage, or cause harm."
4854,6,所,suǒ,place,"Can refer to a place or institution. In formal language, it is also used in structures meaning 'that which.'"
4855,6,踏实,tāshi,steady,"Describes someone or something as steady, reliable, and down-to-earth."
4856,6,塔,tǎ,tower,"A tower or pagoda."
4857,6,台风,táifēng,typhoon,"A typhoon."
4858,6,台球,táiqiú,billiards,"Billiards or pool."
4859,6,太空,tàikōng,outer space,"Outer space."
4860,6,太阳能,tàiyángnéng,solar energy,"Solar energy."
4861,6,谈论,tánlùn,discuss,"Means to discuss or talk about something."
4862,6,谈判,tánpàn,negotiate,"Means to negotiate. It can also refer to negotiations as a noun."
4863,6,弹性,tánxìng,flexibility,"Refers to elasticity or flexibility."
4864,6,探索,tànsuǒ,explore,"Means to explore or investigate."
4865,6,探讨,tàntǎo,discuss,"Means to examine and discuss a topic in depth."
4866,6,汤圆,tāngyuán,tangyuan,"Refers to glutinous rice balls traditionally eaten during festivals."
4867,6,糖果,tángguǒ,candy,"Candy or sweets."
4868,6,烫,tàng,scald,"Means to scald, burn with hot liquid, or treat something with heat."
4869,6,掏,tāo,fish out,"Means to pull or fish something out, often from a pocket or container."
4870,6,逃,táo,flee,"Means to flee or escape."
4871,6,逃跑,táopǎo,run away,"Means to run away or escape."
4872,6,淘气,táoqì,naughty,"Describes a child as naughty or mischievous."
4873,6,淘汰,táotài,eliminate,"Means to eliminate, phase out, or knock out."
4874,6,套餐,tàocān,set meal,"Refers to a set meal or a package deal of products or services."
4875,6,特,tè,special,"Describes something as special, particular, or unusual."
4876,6,特长,tècháng,strong point,"Refers to a person's special skill or strong point."
4877,6,特地,tèdì,specially,"Means specially or for a particular purpose."
4878,6,特定,tèdìng,specific,"Describes something as specific or specially designated."
4879,6,特性,tèxìng,characteristic,"Refers to a characteristic, property, or special feature."
4880,6,特意,tèyì,intentionally,"Means intentionally or on purpose."
4881,6,题材,tícái,subject matter,"Refers to the subject matter or theme of a work."
4882,6,提取,tíqǔ,extract,"Means to extract, withdraw, or pull out."
4883,6,提示,tíshì,hint,"Refers to a hint, prompt, or reminder."
4884,6,体操,tǐcāo,gymnastics,"Gymnastics."
4885,6,体积,tǐjī,volume,"Volume or bulk."
4886,6,体系,tǐxì,system,"A system or organized framework."
4887,6,添,tiān,add,"Means to add or increase."
4888,6,天才,tiāncái,genius,"A genius or exceptionally gifted person."
4889,6,添加,tiānjiā,add,"Means to add something."
4890,6,天然,tiānrán,natural,"Describes something as natural and not artificial."
4891,6,天然气,tiānránqì,natural gas,"Natural gas."
4892,6,天文,tiānwén,astronomy,"Astronomy."
4893,6,天下,tiānxià,the world,"Refers to the world or everything under heaven."
4894,6,天真,tiānzhēn,naive,"Describes someone as innocent and naive."
4895,6,田,tián,field,"A field, especially farmland."
4896,6,田径,tiánjìng,track and field,"Track and field athletics."
4897,6,调节,tiáojié,adjust,"Means to adjust, regulate, or bring into balance."
4898,6,跳水,tiàoshuǐ,dive,"Means to dive into water. It can also refer to the sport of diving."
4899,6,贴近,tiējìn,close to,"Means to be close to or closely connected with something."
4900,6,听话,tīnghuà,obedient,"Describes someone as obedient or willing to do what they are told."
4901,6,听觉,tīngjué,hearing,"The sense of hearing."
4902,6,听取,tīngqǔ,listen to,"Means to listen to and take in something such as advice or opinions."
4903,6,通道,tōngdào,passage,"A passage, corridor, or access route."
4904,6,通风,tōngfēng,ventilate,"Means to let air circulate through a space."
4905,6,通话,tōnghuà,phone call,"A phone call or talking on the phone."
4906,6,通信,tōngxìn,communicate,"Means to communicate or correspond, often by message or letter."
4907,6,通讯,tōngxùn,communications,"Refers to communications or a news dispatch."
4908,6,通用,tōngyòng,general-purpose,"Describes something as commonly used, general-purpose, or interchangeable."
4909,6,铜,tóng,copper,"Copper."
4910,6,同伴,tóngbàn,companion,"A companion or partner."
4911,6,同行,tóngháng,peer,"Refers to someone in the same profession or line of work."
4912,6,童话,tónghuà,fairy tale,"A fairy tale."
4913,6,同类,tónglèi,same kind,"Refers to the same type or similar category."
4914,6,铜牌,tóngpái,bronze medal,"A bronze medal."
4915,6,痛快,tòngkuài,delighted,"Describes feeling delighted or doing something to your heart's content."
4916,6,偷,tōu,steal,"Means to steal or take secretly."
4917,6,偷偷,tōutōu,secretly,"Means secretly or on the sly."
4918,6,头脑,tóunǎo,mind,"Refers to the mind, brains, or way of thinking."
4919,6,投票,tóupiào,vote,"Means to vote."
4920,6,投诉,tóusù,complaint,"Refers to a complaint or making a formal complaint."
4921,6,投资,tóuzī,invest,"Means to invest. It can also refer to an investment as a noun."
4922,6,透,tòu,penetrate,"Means to pass through, penetrate, or become completely clear."
4923,6,透过,tòuguò,through,"Means through or by means of."
4924,6,透露,tòulù,reveal,"Means to reveal, disclose, or leak information."
4925,6,透明,tòumíng,transparent,"Describes something as transparent or open and not hidden."
4926,6,突发,tūfā,sudden,"Describes something as sudden or unexpectedly breaking out."
4927,6,突破,tūpò,breakthrough,"Refers to a breakthrough or breaking through an obstacle."
4928,6,图案,tú’àn,pattern,"A pattern or design."
4929,6,图表,túbiǎo,chart,"A chart or diagram."
4930,6,徒弟,túdì,apprentice,"An apprentice or disciple learning from a master."
4931,6,途径,tújìng,route,"Refers to a route, way, or means of reaching something."
4932,6,图像,túxiàng,image,"An image or graphic."
4933,6,吐,tǔ,spit,"Means to spit something out. It can also be used for pouring out words or feelings."
4934,6,土壤,tǔrǎng,soil,"Soil."
4935,6,吐,tù,vomit,"Means to vomit."
4936,6,团结,tuánjié,unite,"Means to unite or stay united."
4937,6,团体,tuántǐ,group,"A group, team, or organization."
4938,6,团圆,tuányuán,reunion,"Refers to a family reunion or being reunited together."
4939,6,推测,tuīcè,infer,"Means to infer, speculate, or make a guess based on clues."
4940,6,推销,tuīxiāo,market,"Means to market, promote, or sell something."
4941,6,推行,tuīxíng,implement,"Means to put something into effect or carry it out."
4942,6,退税,tuìshuì,tax refund,"A tax refund or rebate."
4943,6,吞,tūn,swallow,"Means to swallow or gulp down."
4944,6,拖,tuō,drag,"Means to drag, pull, or draw something along."
4945,6,拖延,tuōyán,delay,"Means to delay, put off, or procrastinate."
4946,6,托运,tuōyùn,consign,"Means to consign goods or check baggage for transport."
4947,6,挖,wā,dig,"Means to dig or excavate."
4948,6,哇,wā,wow,"An exclamation like 'wow' or 'wa.'"
4949,6,娃娃,wáwa,doll,"A doll or a very young child."
4950,6,歪,wāi,crooked,"Describes something as crooked, tilted, or not straight."
4951,6,外表,wàibiǎo,appearance,"Refers to outer appearance."
4952,6,外交,wàijiāo,diplomacy,"Diplomacy or foreign affairs."
4953,6,外界,wàijiè,outside world,"Refers to the outside world or external environment."
4954,6,外科,wàikē,surgery,"Surgery or the surgical department."
4955,6,外来,wàilái,external,"Describes something as coming from outside or from elsewhere."
4956,6,外甥,wàisheng,nephew,"Your sister's son."
4957,6,弯曲,wānqū,curve,"Means to bend or be curved."
4958,6,顽强,wánqiáng,tenacious,"Describes someone or something as tenacious and hard to defeat."
4959,6,万物,wànwù,all things,"Refers to all things in the world."
4960,6,王子,wángzǐ,prince,"A prince."
4961,6,网,wǎng,network,"A net or network."
4962,6,往后,wǎnghòu,later,"Means later, from now on, or further back."
4963,6,往来,wǎnglái,dealings,"Refers to contact, dealings, or going back and forth."
4964,6,往年,wǎngnián,previous years,"Means previous years or former years."
4965,6,望,wàng,hope,"Can mean to hope, look toward, or gaze into the distance."
4966,6,危机,wēijī,crisis,"A crisis."
4967,6,微小,wēixiǎo,tiny,"Describes something as extremely small."
4968,6,违规,wéiguī,violate rules,"Means to break rules or be against regulations."
4969,6,维护,wéihù,safeguard,"Means to safeguard, maintain, or uphold."
4970,6,为难,wéinán,make things difficult,"Means to make things difficult for someone, or to feel embarrassed and caught in a difficult position."
4971,6,围棋,wéiqí,Go,"The board game Go."
4972,6,为期,wéiqī,last for,"A formal expression meaning to last for a certain period."
4973,6,维生素,wéishēngsù,vitamin,"A vitamin."
4974,6,为止,wéizhǐ,up to,"Means up to or until a certain point."
4975,6,委屈,wěiqu,feel wronged,"Means to feel unfairly treated or wronged."
4976,6,委托,wěituō,entrust,"Means to entrust, appoint, or commission someone to do something."
4977,6,未,wèi,not yet,"A formal word meaning not or not yet."
4978,6,未必,wèibì,not necessarily,"Means not necessarily or perhaps not."
4979,6,未成年人,wèichéngniánrén,minor,"A minor, meaning a person under the legal adult age."
4980,6,为此,wèicǐ,for this reason,"Means for this reason or for this purpose."
4981,6,为何,wèihé,why,"A formal way to say why."
4982,6,味觉,wèijué,sense of taste,"The sense of taste."
4983,6,胃口,wèikǒu,appetite,"Refers to appetite or liking for food."
4984,6,温和,wēnhé,mild,"Describes someone or something as mild, gentle, or moderate."
4985,6,温柔,wēnróu,gentle,"Describes someone as gentle and soft."
4986,6,文档,wéndàng,document,"A document or digital file."
4987,6,文具,wénjù,stationery,"Stationery or writing supplies."
4988,6,文科,wénkē,humanities,"Refers to the humanities or liberal arts."
4989,6,文明,wénmíng,civilization,"Refers to civilization, culture, or being civilized."
4990,6,闻名,wénmíng,famous,"Means to be famous or well known."
4991,6,文物,wénwù,cultural relic,"A cultural or historical relic."
4992,6,文献,wénxiàn,literature,"Refers to documents, written sources, or scholarly literature."
4993,6,文艺,wényì,literature and art,"Refers to literature and the arts."
4994,6,乌龟,wūguī,tortoise,"A tortoise or turtle."
4995,6,污水,wūshuǐ,sewage,"Sewage or polluted water."
4996,6,无所谓,wúsuǒwèi,indifferent,"Means not to care, not to matter, or to be indifferent."
4997,6,无疑,wúyí,without doubt,"Means without doubt or undoubtedly."
4998,6,武器,wǔqì,weapon,"A weapon."
4999,6,误,wù,mistake,"Refers to a mistake or error. As a verb, it can also mean to miss, delay, or cause harm by mistake."
5000,6,误解,wùjiě,misunderstand,"Means to misunderstand or get something wrong. It can also refer to a misunderstanding as a noun."
5001,6,物体,wùtǐ,object,"Refers to a physical object or substance."
5002,6,吸取,xīqǔ,draw from,"Means to absorb or draw something in, especially a lesson, idea, or experience."
5003,6,媳妇,xífu,wife,"Often means wife in everyday speech. It can also mean daughter-in-law in some contexts."
5004,6,习俗,xísú,custom,"A custom or traditional practice."
5005,6,喜剧,xǐjù,comedy,"A comedy."
5006,6,喜事,xǐshì,happy occasion,"Refers to a happy event, especially a wedding."
5007,6,洗漱,xǐshù,wash up,"Means to wash your face, brush your teeth, and do basic personal cleaning."
5008,6,细胞,xìbāo,cell,"A biological cell."
5009,6,细菌,xìjūn,bacteria,"Bacteria or a bacterium."
5010,6,系列,xìliè,series,"A series or set of related things."
5011,6,戏曲,xìqǔ,Chinese opera,"Refers to traditional Chinese opera."
5012,6,细致,xìzhì,meticulous,"Describes something as careful, fine, and detailed."
5013,6,吓,xià,frighten,"Means to scare or frighten someone."
5014,6,下功夫,xià gōngfu,put in effort,"Means to spend real time and effort on something."
5015,6,下单,xiàdān,place an order,"Means to place an order for goods or services."
5016,6,夏令营,xiàlìngyíng,summer camp,"A summer camp."
5017,6,下线,xiàxiàn,go offline,"Means to go offline or be taken offline."
5018,6,下旬,xiàxún,last third of the month,"Refers to the last ten days of a month."
5019,6,鲜明,xiānmíng,distinct,"Describes something as clear, vivid, and easy to distinguish."
5020,6,先前,xiānqián,previously,"Means previously or earlier."
5021,6,鲜艳,xiānyàn,bright-colored,"Describes colors as bright and vivid."
5022,6,嫌,xián,dislike,"Means to dislike, mind, or find something bothersome."
5023,6,显,xiǎn,appear,"Means to appear, show clearly, or become obvious."
5024,6,险,xiǎn,danger,"Refers to danger or risk."
5025,6,显著,xiǎnzhù,remarkable,"Describes something as obvious, notable, or remarkable."
5026,6,限,xiàn,limit,"Means to limit or set a boundary."
5027,6,线,xiàn,line,"Can mean a line, wire, thread, route, or connection."
5028,6,现存,xiàncún,still existing,"Describes something as still existing or currently in stock."
5029,6,限度,xiàndù,limit,"A limit or upper bound."
5030,6,现货,xiànhuò,in-stock goods,"Refers to goods available for immediate delivery."
5031,6,陷入,xiànrù,fall into,"Means to fall into a situation, especially a difficult one."
5032,6,线索,xiànsuǒ,clue,"A clue or lead."
5033,6,限于,xiànyú,be limited to,"Means to be limited or restricted to a certain range."
5034,6,相差,xiāngchà,differ,"Means to differ from each other by some amount."
5035,6,香肠,xiāngcháng,sausage,"A sausage."
5036,6,相传,xiāngchuán,be handed down,"Means to be passed down or said by tradition."
5037,6,相等,xiāngděng,equal,"Means to be equal."
5038,6,相连,xiānglián,be connected,"Means to be connected or linked together."
5039,6,香水,xiāngshuǐ,perfume,"Perfume."
5040,6,相应,xiāngyìng,corresponding,"Describes something as matching, corresponding, or appropriate to something else."
5041,6,项链,xiàngliàn,necklace,"A necklace."
5042,6,象棋,xiàngqí,Chinese chess,"Chinese chess."
5043,6,相声,xiàngsheng,crosstalk,"A traditional Chinese comic dialogue performance."
5044,6,向往,xiàngwǎng,long for,"Means to long for or look forward to something desirable."
5045,6,消除,xiāochú,eliminate,"Means to eliminate, remove, or get rid of something."
5046,6,消毒,xiāodú,disinfect,"Means to disinfect or sterilize."
5047,6,消防,xiāofáng,firefighting,"Refers to firefighting or fire prevention."
5048,6,消耗,xiāohào,consume,"Means to use up or consume resources, time, or energy."
5049,6,消灭,xiāomiè,wipe out,"Means to eliminate completely or wipe out."
5050,6,小麦,xiǎomài,wheat,"Wheat."
5051,6,小气,xiǎoqi,stingy,"Describes someone as stingy or petty."
5052,6,小偷儿,xiǎotōur,thief,"A thief or pickpocket."
5053,6,笑容,xiàoróng,smile,"A smile or smiling expression."
5054,6,效应,xiàoyìng,effect,"Refers to an effect or phenomenon produced by something."
5055,6,歇,xiē,rest,"Means to rest, stop for a while, or take a break."
5056,6,携带,xiédài,carry,"Means to carry something with you."
5057,6,协会,xiéhuì,association,"An association or society."
5058,6,协调,xiétiáo,coordinate,"Means to coordinate or bring things into harmony."
5059,6,协助,xiézhù,assist,"Means to help or assist."
5060,6,心爱,xīn’ài,beloved,"Describes someone or something as dearly loved."
5061,6,心底,xīndǐ,bottom of one's heart,"Refers to your deepest thoughts or feelings."
5062,6,新款,xīnkuǎn,new model,"Refers to a new style or latest model."
5063,6,心灵,xīnlíng,mind,"Refers to the inner mind, spirit, or soul."
5064,6,新媒体,xīnméitǐ,new media,"Refers to digital and online media."
5065,6,心目,xīnmù,mind,"Used in expressions about how someone is viewed in one's mind or heart."
5066,6,新能源,xīnnéngyuán,new energy,"Refers to renewable or alternative energy sources."
5067,6,薪水,xīnshui,salary,"Salary or wages."
5068,6,心疼,xīnténg,feel distressed,"Means to feel distressed for someone or to hate seeing something suffer or be wasted."
5069,6,新兴,xīnxīng,emerging,"Describes something as newly developing or emerging."
5070,6,新颖,xīnyǐng,novel,"Describes something as new, original, and fresh."
5071,6,心愿,xīnyuàn,wish,"A heartfelt wish or hope."
5072,6,心脏,xīnzàng,heart,"The heart."
5073,6,信赖,xìnlài,trust,"Means to trust or rely on someone."
5074,6,信念,xìnniàn,belief,"A belief or conviction."
5075,6,兴起,xīngqǐ,rise,"Means to rise, spring up, or come into fashion."
5076,6,型号,xínghào,model,"Refers to a model or product type."
5077,6,形态,xíngtài,form,"Refers to form, shape, or state."
5078,6,性价比,xìngjiàbǐ,value for money,"Refers to how good something is relative to its price."
5079,6,性能,xìngnéng,performance,"Refers to performance, function, or capability."
5080,6,胸,xiōng,chest,"Usually means the chest."
5081,6,修订,xiūdìng,revise,"Means to revise or amend."
5082,6,修复,xiūfù,repair,"Means to repair, restore, or fix something."
5083,6,袖子,xiùzi,sleeve,"A sleeve."
5084,6,许可,xǔkě,permit,"Means to allow or give permission. It can also refer to a permit."
5085,6,叙述,xùshù,recount,"Means to recount or describe events in words."
5086,6,旋转,xuánzhuǎn,rotate,"Means to rotate, spin, or revolve."
5087,6,选拔,xuǎnbá,select,"Means to select the best from a group."
5088,6,选修,xuǎnxiū,elective,"Refers to an elective course or taking a subject as an elective."
5089,6,学会,xuéhuì,learn,"Means to learn and master a skill."
5090,6,学位,xuéwèi,degree,"An academic degree."
5091,6,学问,xuéwen,knowledge,"Refers to learning, knowledge, or scholarship."
5092,6,学员,xuéyuán,trainee,"A student, trainee, or learner in a program."
5093,6,血管,xuèguǎn,blood vessel,"A blood vessel."
